i	token	is_section_start	gold	pred
19520	Viertes	1		
19521	Kapitel	0		
19522	.	0		
19523	Wiederholen	0		
19524	wir	0	(mention_id=2078|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=2016|references=(entity=(entity_id=17|fullname=Erzähler und Moorfeld|gender=mf|specialcase_entity=group)))
19525	uns	0	(mention_id=2079|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=2017|references=(entity=(entity_id=17|fullname=Erzähler und Moorfeld|gender=mf|specialcase_entity=group)))
19526	im	0		
19527	Kurzen	0		
19528	den	0		
19529	gestrigen	0		
19530	Gedankengang	0		
19531	unsers	0	(mention_id=2080|references=(entity=(entity_id=entity_0007|fullname=Erzählinstanz|gender=u)),(entity=(entity_id=entity_0008|fullname=Leser|gender=u)))	(mention_id=2018|references=(entity=(entity_id=36|fullname=Moorfeld|gender=m)))
19532	Freundes	0	(mention_id=2081|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=2019|references=(entity=(entity_id=36|fullname=Moorfeld|gender=m)))
19533	,	0		
19534	so	0		
19535	kam	0		
19536	er	0	(mention_id=2082|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=2020|references=(entity=(entity_id=36|fullname=Moorfeld|gender=m)))
19537	zu	0		
19538	dem	0		
19539	Ziele	0		
19540	:	0		
19541	Amerika	0		
19542	ist	0		
19543	im	0		
19544	Urwald	0		
19545	;	0		
19546	die	0		
19547	Großstädte	0		
19548	der	0		
19549	ganzen	0		
19550	Erde	0		
19551	sind	0		
19552	einander	0		
19553	familienähnlich	0		
19554	.	0		
19555	Und	0		
19556	wie	0		
19557	die	0		
19558	brausende	0		
19559	Riesenorgel	0		
19560	Newyork	0		
19561	heute	0		
19562	von	0		
19563	Neuem	0		
19564	ihre	0		
19565	Werktags	0		
19566	Register	0		
19567	wieder	0		
19568	spielen	0		
19569	läßt	0		
19570	,	0		
19571	so	0		
19572	winkt	0		
19573	ihm	0	(mention_id=2083|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))	(mention_id=2021|references=(entity=(entity_id=36|fullname=Moorfeld|gender=m)))
19574	über	0		
19575	all	0		
19576	dem	0		
19577	betäubenden	0		
19578	Stadtgewühl	0		
19579	jetzt	0		
19580	das	0		
19581	Friedensbild	0		
19582	von	0		
19583	Wald	0		
19584	und	0		
19585	Prairie	0		
19586	.	0		
19587	Wie	0		
19588	eine	0		
19589	selige	0		
19590	Luftspiegelung	0		
19591	schwebt	0		
