i	token	is_section_start	gold	pred
13405	Fünftes	1		
13406	Kapitel	0		
13407	Brief	0		
13408	der	0		
13409	Vorsteherin	0	(mention_id=1736|references=(entity=(entity_id=entity_0023|fullname=Vorsteherin der Pension|gender=f)))	(mention_id=1781|references=(entity=(entity_id=21|fullname=Vorsteherin|gender=f|specialcase_entity=group)))
13410	»	0		
13411	Euer	0	(mention_id=1737|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))	(mention_id=1782|references=(entity=(entity_id=3|fullname=Charlotte|gender=f)))
13412	Gnaden	0	(mention_id=1737|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))	(mention_id=1782|references=(entity=(entity_id=3|fullname=Charlotte|gender=f)))
13413	werden	0		
13414	verzeihen	0		
13415	,	0		
13416	wenn	0		
13417	ich	0	(mention_id=1738|references=(entity=(entity_id=entity_0023|fullname=Vorsteherin der Pension|gender=f)))	(mention_id=1783|references=(entity=(entity_id=21|fullname=Vorsteherin|gender=f|specialcase_entity=group)))
13418	mich	0	(mention_id=1739|references=(entity=(entity_id=entity_0023|fullname=Vorsteherin der Pension|gender=f)))	(mention_id=1784|references=(entity=(entity_id=21|fullname=Vorsteherin|gender=f|specialcase_entity=group)))
13419	heute	0		
13420	ganz	0		
13421	kurz	0		
13422	fasse	0		
13423	;	0		
13424	denn	0		
13425	ich	0	(mention_id=1740|references=(entity=(entity_id=entity_0023|fullname=Vorsteherin der Pension|gender=f)))	(mention_id=1785|references=(entity=(entity_id=21|fullname=Vorsteherin|gender=f|specialcase_entity=group)))
13426	habe	0		
13427	nach	0		
13428	vollendeter	0		
13429	öffentlicher	0		
13430	Prüfung	0		
13431	dessen	0		
13432	,	0		
13433	was	0		
13434	wir	0	(mention_id=1741|references=(entity=(entity_id=entity_0053|fullname=alle Erziehenden der Pension|gender=mfu|members=entity_0023,entity_0037|all_members_given=False|specialcase_entity=group)))	(mention_id=1786|references=(entity=(entity_id=21|fullname=Vorsteherin|gender=f|specialcase_entity=group)))
13435	im	0		
13436	vergangenen	0		
13437	Jahr	0		
13438	an	0		
13439	unsern	0	(mention_id=1742|references=(entity=(entity_id=entity_0053|fullname=alle Erziehenden der Pension|gender=mfu|members=entity_0023,entity_0037|all_members_given=False|specialcase_entity=group)))	(mention_id=1787|references=(entity=(entity_id=21|fullname=Vorsteherin|gender=f|specialcase_entity=group)))
